% 1. Title: Dataset Sintético para la Predicción de Compra de Boletas (10000 instancias) con Descuento e Historial Categórico
% 2. Sources:
%    (a) Original Owners: Generado sintéticamente para fines de demostración
%    (b) Donor of Database: Gemini AI
%    (c) Date Received: 7 de mayo de 2025
% 3. Past Usage:
%    Este dataset sintético se genera para demostrar la estructura de datos para la predicción de compra de boletas, incluyendo uso de descuento previo e historial de compras categórico. Se puede utilizar para entrenar modelos de clasificación.
% 4. Relevant Information:
%    Este dataset contiene información sobre usuarios y sus interacciones con una plataforma de venta de boletas. El objetivo es predecir si un usuario específico realizará una compra de boleta (variable 'Compra_Boleta'). Los atributos incluyen información demográfica, comportamiento en la plataforma, preferencias y el uso de descuentos previos.
% 5. Number of Instances: 10000
% 6. Number of Attributes: 10 plus class
% 7. For Each Attribute:
%    1. ID_Usuario: Identificador único del usuario (numérico)
%    2. Edad: Edad del usuario en años (numérico)
%    3. Genero: Género del usuario (categórico: Masculino, Femenino, Otro)
%    4. Historial_Compras: Nivel de historial de compras (categórico: Bajo, Medio, Alto)
%    5. Frecuencia_Visitas_Sitio: Visitas al sitio en el último mes (numérico)
%    6. Tiempo_Navegacion_Promedio: Tiempo promedio de navegación en minutos (numérico)
%    7. Interes_Categoria: Categoría de eventos de interés (categórico)
%    8. Dispositivo_Acceso: Dispositivo principal de acceso (categórico)
%    9. Recibio_Notificacion: Indica si recibió notificación reciente (numérico: 0=No, 1=Sí)
%    10. Uso_Descuento_Previo: Indica si usó un descuento en compras previas (numérico: 0=No, 1=Sí)
%    11. Compra_Boleta: Variable de clase (numérico: 0=No compró, 1=Compró)
% 8. Missing Attribute Values: None
% 9. Class Distribution: (aproximado)
%    Clase Valor   Número de Instancias (aproximado)
%    0             ~6500
%    1             ~3500
% 10. Brief statistical analysis: (aproximado)
%     Attribute number:             Mean:    Standard Deviation:
%     2. Edad:                     ~38       ~14
%     5. Frecuencia_Visitas_Sitio: ~4.5      ~5
%     6. Tiempo_Navegacion_Promedio: ~12      ~8
%     10. Uso_Descuento_Previo:    ~0.3 (aproximado)
@relation compra_boleta_prediccion_con_descuento
@attribute 'ID_Usuario' numeric
@attribute 'Edad' numeric
@attribute 'Genero' {Masculino,Femenino,Otro}
@attribute 'Historial_Compras' {Bajo,Medio,Alto}
@attribute 'Frecuencia_Visitas_Sitio' numeric
@attribute 'Tiempo_Navegacion_Promedio' numeric
@attribute 'Interes_Categoria' {Conciertos,Deportes,Teatro,Cine,Otro}
@attribute 'Dispositivo_Acceso' {Desktop,Mobile,Tablet}
@attribute 'Recibio_Notificacion' {0,1}
@attribute 'Uso_Descuento_Previo' {0,1}
@attribute 'Compra_Boleta' {0,1}
@data
7846,37,Otro,Medio,1,19.0,Deportes,Mobile,1,0,0
7847,58,Masculino,Medio,2,6.3,Otro,Tablet,0,1,0
7848,40,Femenino,Bajo,1,2.1,Otro,Tablet,0,1,0
7849,26,Masculino,Bajo,6,0.7,Otro,Mobile,0,0,0
7850,34,Masculino,Bajo,3,5.8,Otro,Tablet,0,0,0
7851,29,Masculino,Bajo,6,4.0,Otro,Mobile,0,1,0
7852,28,Femenino,Bajo,6,1.0,Deportes,Mobile,0,0,0
7853,34,Masculino,Medio,2,4.2,Teatro,Mobile,0,0,1
7854,29,Femenino,Bajo,1,7.5,Cine,Mobile,0,0,0
7855,59,Masculino,Medio,0,2.5,Otro,Desktop,0,1,0
7856,40,Otro,Medio,2,2.2,Otro,Mobile,1,1,1
7857,62,Otro,Medio,4,12.1,Teatro,Desktop,1,1,0
7858,38,Masculino,Bajo,2,1.1,Deportes,Mobile,0,0,1
7859,51,Otro,Medio,2,8.1,Deportes,Mobile,1,1,0
7860,21,Femenino,Bajo,3,6.3,Deportes,Desktop,0,0,0
7861,48,Masculino,Medio,6,6.1,Deportes,Tablet,0,0,0
7862,36,Femenino,Bajo,1,1.2,Cine,Desktop,0,0,0
7863,25,Otro,Bajo,6,13.8,Conciertos,Mobile,1,0,0
7864,45,Femenino,Medio,0,0.9,Cine,Desktop,0,0,0
7865,28,Masculino,Bajo,5,8.0,Conciertos,Mobile,1,0,0
7866,18,Otro,Bajo,2,0.3,Deportes,Mobile,0,1,0
7867,38,Masculino,Bajo,0,0.2,Deportes,Tablet,1,1,0
7868,39,Otro,Bajo,2,1.9,Cine,Mobile,0,0,0
7869,27,Femenino,Bajo,6,4.7,Conciertos,Mobile,0,1,0
7870,18,Masculino,Bajo,6,36.1,Otro,Mobile,1,0,0
7871,45,Otro,Medio,2,3.2,Deportes,Desktop,0,0,0
7872,45,Femenino,Medio,1,0.3,Otro,Tablet,0,1,1
7873,39,Otro,Bajo,3,2.2,Otro,Mobile,1,0,0
7874,43,Otro,Medio,1,0.5,Otro,Desktop,0,0,0
7875,18,Otro,Medio,1,1.0,Otro,Mobile,0,1,0
7876,40,Femenino,Bajo,1,7.2,Cine,Mobile,0,1,0
7877,42,Femenino,Medio,1,0.0,Otro,Tablet,0,0,0
7878,59,Otro,Medio,0,5.5,Otro,Desktop,0,1,0
7879,18,Femenino,Bajo,3,4.3,Teatro,Desktop,0,0,0
7880,60,Otro,Medio,1,0.2,Teatro,Desktop,0,1,0
7881,18,Otro,Bajo,2,4.9,Teatro,Desktop,0,1,0
7882,18,Femenino,Bajo,8,1.1,Teatro,Tablet,0,1,0
7883,38,Otro,Medio,4,3.9,Conciertos,Mobile,0,1,0
7884,31,Femenino,Bajo,2,7.4,Deportes,Desktop,1,0,0
7885,31,Femenino,Bajo,3,0.4,Deportes,Mobile,0,1,0
7886,30,Otro,Bajo,4,8.6,Conciertos,Mobile,1,0,0
7887,36,Masculino,Bajo,2,0.9,Otro,Tablet,1,0,1
7888,26,Femenino,Bajo,4,7.0,Otro,Mobile,0,1,0
7889,47,Otro,Bajo,1,4.6,Teatro,Desktop,0,1,0
7890,44,Otro,Bajo,2,1.1,Teatro,Mobile,0,1,1
7891,42,Otro,Bajo,2,5.7,Otro,Tablet,0,1,0
7892,20,Femenino,Bajo,3,8.0,Cine,Tablet,0,1,0
7893,48,Femenino,Medio,2,0.7,Teatro,Desktop,1,1,0
7894,39,Femenino,Bajo,0,1.2,Conciertos,Mobile,1,0,0
7895,40,Masculino,Bajo,1,0.1,Conciertos,Mobile,0,1,0
7896,36,Masculino,Bajo,1,1.5,Cine,Mobile,1,1,0
7897,49,Otro,Medio,1,9.2,Conciertos,Desktop,1,0,1
7898,43,Otro,Medio,0,1.6,Deportes,Tablet,1,1,0
7899,29,Femenino,Bajo,1,6.6,Deportes,Tablet,0,1,0
7900,35,Femenino,Bajo,2,4.0,Conciertos,Tablet,1,1,0
7901,20,Masculino,Bajo,5,2.5,Conciertos,Mobile,0,1,0
7902,37,Otro,Bajo,2,4.3,Conciertos,Mobile,1,1,0
7903,39,Otro,Medio,4,1.5,Conciertos,Mobile,0,1,1
7904,40,Otro,Medio,4,1.5,Otro,Mobile,0,1,0
7905,51,Femenino,Medio,4,2.4,Otro,Mobile,1,1,0
7906,47,Otro,Medio,1,1.9,Otro,Mobile,0,1,0
7907,46,Otro,Bajo,1,1.7,Teatro,Tablet,0,0,0
7908,62,Otro,Alto,3,3.6,Deportes,Desktop,0,0,1
7909,53,Femenino,Medio,2,14.0,Teatro,Mobile,0,1,0
7910,47,Otro,Medio,0,4.6,Conciertos,Tablet,1,1,0
7911,33,Femenino,Medio,4,1.8,Conciertos,Tablet,1,1,0
7912,55,Femenino,Medio,7,1.4,Deportes,Tablet,1,0,1
7913,72,Masculino,Medio,1,2.7,Conciertos,Desktop,0,1,0
7914,46,Otro,Medio,2,1.1,Teatro,Desktop,0,0,0
7915,67,Femenino,Medio,0,0.2,Cine,Desktop,1,1,0
7916,61,Femenino,Medio,1,1.3,Conciertos,Tablet,0,0,0
7917,49,Femenino,Medio,2,7.8,Teatro,Desktop,1,1,0
7918,58,Masculino,Medio,2,0.6,Cine,Desktop,0,1,0
7919,52,Otro,Medio,1,2.5,Teatro,Mobile,1,0,0
7920,30,Femenino,Bajo,3,0.9,Deportes,Mobile,0,0,0
7921,35,Femenino,Medio,5,0.1,Deportes,Desktop,0,1,1
7922,52,Otro,Medio,1,0.3,Conciertos,Desktop,1,0,0
7923,18,Masculino,Bajo,3,9.6,Otro,Tablet,0,1,0
7924,20,Femenino,Bajo,1,6.5,Cine,Tablet,0,1,1
7925,46,Masculino,Medio,3,18.6,Deportes,Mobile,0,0,1
7926,33,Femenino,Medio,1,4.0,Otro,Mobile,0,0,0
7927,18,Masculino,Medio,2,0.3,Cine,Mobile,0,1,0
7928,65,Masculino,Medio,1,1.6,Teatro,Desktop,0,1,0
7929,42,Masculino,Medio,2,2.5,Deportes,Desktop,0,1,0
7930,18,Masculino,Bajo,2,0.5,Teatro,Mobile,0,1,1
7931,53,Otro,Medio,0,2.6,Deportes,Desktop,0,0,0
7932,29,Otro,Medio,2,1.1,Teatro,Tablet,1,1,0
7933,55,Femenino,Medio,0,4.7,Teatro,Desktop,1,0,0
7934,23,Femenino,Bajo,4,5.7,Teatro,Mobile,0,1,0
7935,18,Masculino,Bajo,1,2.3,Otro,Mobile,0,0,0
7936,33,Masculino,Bajo,5,15.1,Otro,Mobile,0,1,0
7937,54,Otro,Medio,3,4.8,Teatro,Mobile,1,0,0
7938,43,Masculino,Bajo,1,1.7,Otro,Tablet,1,0,0
7939,58,Otro,Medio,1,0.5,Otro,Desktop,0,1,1
7940,56,Femenino,Medio,0,1.4,Deportes,Desktop,0,1,0
7941,47,Masculino,Bajo,0,3.0,Conciertos,Desktop,1,1,0
7942,41,Otro,Bajo,1,0.4,Cine,Desktop,0,1,0
7943,40,Otro,Bajo,4,4.4,Cine,Mobile,0,0,0
7944,33,Femenino,Bajo,1,13.8,Deportes,Desktop,0,1,0
7945,27,Masculino,Bajo,5,0.3,Conciertos,Mobile,0,1,0
7946,27,Otro,Bajo,0,0.0,Otro,Mobile,0,1,0
7947,38,Femenino,Bajo,0,12.3,Teatro,Desktop,1,1,0
7948,58,Otro,Medio,1,3.9,Otro,Desktop,1,1,0
7949,42,Femenino,Medio,5,8.8,Otro,Mobile,0,0,1
7950,31,Otro,Medio,3,0.7,Cine,Mobile,0,1,0
7951,26,Femenino,Medio,4,1.9,Teatro,Mobile,1,0,1
7952,37,Masculino,Medio,2,10.1,Teatro,Desktop,0,1,0
7953,67,Masculino,Medio,2,8.9,Teatro,Tablet,0,0,0
7954,54,Otro,Medio,3,3.9,Conciertos,Tablet,0,0,0
7955,36,Masculino,Medio,0,7.1,Conciertos,Mobile,0,1,0
7956,49,Femenino,Medio,0,4.9,Otro,Tablet,0,1,1
7957,29,Otro,Bajo,0,4.6,Cine,Mobile,1,0,0
7958,53,Femenino,Medio,3,19.4,Deportes,Desktop,0,1,0
7959,67,Masculino,Medio,2,6.6,Otro,Tablet,1,0,0
7960,18,Masculino,Bajo,1,6.3,Cine,Mobile,1,0,0
7961,32,Masculino,Bajo,5,3.9,Conciertos,Mobile,0,0,0
7962,32,Femenino,Bajo,0,8.7,Conciertos,Mobile,0,1,0
7963,36,Femenino,Bajo,3,2.2,Conciertos,Mobile,0,0,1
7964,18,Otro,Bajo,3,1.2,Cine,Desktop,0,0,0
7965,34,Masculino,Bajo,4,3.1,Cine,Mobile,1,0,0
7966,28,Masculino,Bajo,0,9.0,Teatro,Mobile,0,0,0
7967,61,Otro,Medio,0,1.4,Teatro,Desktop,1,0,0
7968,28,Masculino,Bajo,3,2.7,Cine,Tablet,1,1,1
7969,38,Masculino,Bajo,4,2.5,Teatro,Desktop,1,0,1
7970,46,Femenino,Bajo,0,1.1,Otro,Mobile,0,0,0
7971,53,Femenino,Medio,3,4.3,Otro,Tablet,0,1,1
7972,41,Femenino,Medio,2,1.7,Cine,Desktop,0,1,0
7973,30,Masculino,Bajo,2,8.5,Otro,Mobile,0,1,0
7974,22,Femenino,Bajo,2,5.4,Deportes,Mobile,0,0,0
7975,27,Masculino,Bajo,6,0.9,Deportes,Mobile,0,0,1
7976,44,Femenino,Medio,5,8.8,Cine,Desktop,1,1,0
7977,42,Femenino,Bajo,1,1.7,Deportes,Mobile,1,1,0
7978,23,Otro,Bajo,7,9.1,Teatro,Mobile,1,1,1
7979,54,Otro,Medio,0,5.6,Otro,Mobile,1,0,0
7980,50,Femenino,Medio,1,0.6,Conciertos,Mobile,0,1,0
7981,30,Otro,Bajo,1,0.4,Conciertos,Mobile,0,0,0
7982,49,Masculino,Medio,0,0.9,Deportes,Tablet,0,1,0
7983,36,Femenino,Bajo,0,0.3,Otro,Mobile,0,0,1
7984,48,Femenino,Medio,3,16.9,Teatro,Mobile,0,0,0
7985,23,Masculino,Bajo,4,1.1,Cine,Desktop,0,1,0
7986,55,Femenino,Medio,1,0.3,Otro,Mobile,0,1,1
7987,42,Masculino,Medio,0,1.2,Cine,Tablet,0,0,1
7988,32,Otro,Bajo,3,6.3,Deportes,Mobile,0,1,0
7989,29,Masculino,Bajo,2,1.0,Cine,Desktop,0,0,0
7990,34,Femenino,Bajo,5,34.6,Conciertos,Mobile,1,0,1
7991,45,Masculino,Bajo,4,2.4,Deportes,Mobile,0,0,0
7992,18,Otro,Bajo,6,5.2,Deportes,Mobile,0,1,1
7993,47,Masculino,Medio,2,2.3,Cine,Mobile,0,0,0
7994,61,Femenino,Medio,2,0.3,Teatro,Desktop,1,0,0
7995,33,Otro,Medio,1,6.5,Otro,Mobile,0,1,0
7996,37,Masculino,Medio,4,1.2,Otro,Mobile,0,0,0
7997,40,Femenino,Medio,0,2.0,Deportes,Tablet,0,0,0
7998,54,Otro,Medio,4,4.9,Cine,Mobile,0,1,0
7999,44,Femenino,Medio,1,4.8,Otro,Mobile,0,1,0
8000,70,Masculino,Alto,0,5.4,Deportes,Desktop,0,1,1
8001,47,Masculino,Medio,1,1.8,Teatro,Tablet,0,1,0
8002,32,Femenino,Medio,8,14.0,Cine,Mobile,1,0,0
8003,33,Masculino,Bajo,2,0.4,Deportes,Mobile,1,0,0
8004,49,Otro,Medio,2,1.0,Deportes,Tablet,0,0,0
8005,53,Femenino,Medio,0,5.0,Conciertos,Tablet,1,1,0
8006,26,Masculino,Bajo,1,5.3,Otro,Mobile,0,0,0
8007,18,Otro,Bajo,1,2.5,Cine,Mobile,0,0,0
8008,18,Otro,Bajo,0,1.7,Cine,Desktop,1,0,0
8009,39,Otro,Medio,4,0.4,Otro,Mobile,0,1,0
8010,25,Femenino,Bajo,7,0.6,Otro,Mobile,0,1,0
8011,59,Masculino,Medio,7,4.2,Teatro,Tablet,0,1,0
8012,56,Masculino,Medio,1,7.4,Otro,Desktop,0,1,0
8013,35,Masculino,Bajo,2,8.2,Teatro,Desktop,0,1,0
8014,40,Otro,Medio,3,0.4,Cine,Mobile,0,0,0
8015,18,Masculino,Bajo,8,1.3,Cine,Mobile,0,1,0
8016,41,Otro,Medio,1,0.8,Cine,Tablet,0,1,0
8017,38,Masculino,Bajo,6,4.2,Deportes,Mobile,0,1,0
8018,22,Masculino,Medio,0,1.8,Otro,Mobile,1,1,0
8019,28,Otro,Medio,5,0.3,Otro,Mobile,1,1,1
8020,56,Femenino,Medio,2,0.9,Conciertos,Desktop,0,0,0
8021,18,Otro,Bajo,2,3.0,Conciertos,Mobile,0,1,0
8022,38,Femenino,Bajo,4,8.5,Otro,Mobile,0,0,0
8023,32,Femenino,Bajo,3,8.6,Conciertos,Desktop,1,1,0
8024,36,Femenino,Bajo,2,1.4,Cine,Tablet,1,1,0
8025,53,Masculino,Medio,2,0.0,Teatro,Desktop,1,1,0
8026,43,Otro,Bajo,0,0.6,Conciertos,Desktop,0,1,0
8027,18,Otro,Bajo,3,13.9,Otro,Mobile,0,0,0
8028,27,Otro,Bajo,8,0.3,Deportes,Desktop,0,1,0
8029,23,Masculino,Bajo,2,2.7,Otro,Mobile,1,0,0
8030,33,Masculino,Medio,1,11.2,Deportes,Mobile,0,1,0
8031,54,Femenino,Bajo,2,3.6,Conciertos,Tablet,1,0,0
8032,18,Masculino,Bajo,5,6.7,Cine,Tablet,0,1,0
8033,28,Otro,Bajo,4,4.1,Conciertos,Mobile,0,0,0
8034,38,Femenino,Bajo,2,7.0,Otro,Mobile,0,1,0
8035,41,Masculino,Medio,0,9.0,Conciertos,Tablet,1,0,0
8036,18,Femenino,Bajo,1,2.1,Otro,Mobile,0,1,1
8037,33,Otro,Medio,6,10.8,Deportes,Desktop,1,1,0
8038,43,Otro,Bajo,5,2.0,Teatro,Desktop,0,0,0
8039,44,Otro,Medio,1,4.6,Conciertos,Desktop,0,1,0
8040,49,Masculino,Alto,1,6.5,Cine,Tablet,1,0,0
8041,30,Femenino,Bajo,4,1.5,Otro,Desktop,0,1,0
8042,30,Masculino,Bajo,5,1.5,Conciertos,Desktop,1,1,1
8043,38,Masculino,Medio,3,4.9,Cine,Mobile,0,0,0
8044,41,Masculino,Medio,0,0.6,Teatro,Tablet,1,1,0
8045,34,Masculino,Bajo,3,4.0,Deportes,Mobile,1,0,1
8046,18,Femenino,Bajo,2,0.8,Teatro,Mobile,0,1,0
8047,36,Masculino,Medio,2,15.7,Otro,Mobile,0,1,0
8048,29,Otro,Bajo,3,5.7,Teatro,Mobile,0,1,0
8049,18,Otro,Medio,5,5.2,Conciertos,Tablet,0,1,0
8050,36,Masculino,Medio,2,1.8,Conciertos,Desktop,1,0,0
8051,34,Otro,Bajo,3,1.3,Conciertos,Mobile,1,1,0
8052,47,Masculino,Medio,1,4.2,Teatro,Mobile,1,0,0
8053,45,Otro,Bajo,0,1.2,Deportes,Mobile,0,0,0
8054,41,Otro,Bajo,0,2.2,Otro,Tablet,1,1,0
8055,21,Femenino,Bajo,5,6.7,Deportes,Mobile,0,1,0
8056,38,Femenino,Medio,2,8.4,Otro,Mobile,0,0,0
8057,59,Otro,Medio,0,1.5,Conciertos,Desktop,0,1,1
8058,55,Masculino,Medio,0,4.8,Teatro,Desktop,0,1,0
8059,58,Masculino,Medio,0,3.3,Cine,Desktop,0,0,0
8060,51,Femenino,Medio,1,4.6,Teatro,Mobile,1,1,0
8061,37,Masculino,Medio,2,1.3,Conciertos,Tablet,0,0,0
8062,36,Femenino,Medio,2,2.9,Teatro,Mobile,0,1,1
8063,20,Masculino,Medio,4,1.7,Cine,Mobile,1,0,1
8064,45,Masculino,Medio,0,1.8,Deportes,Tablet,0,1,0
8065,44,Femenino,Medio,1,9.7,Teatro,Mobile,0,0,0
8066,47,Femenino,Medio,0,0.7,Teatro,Mobile,0,0,0
8067,52,Femenino,Medio,0,0.5,Conciertos,Mobile,0,1,0
8068,32,Femenino,Bajo,2,6.9,Cine,Mobile,0,0,0
8069,26,Femenino,Bajo,6,22.1,Conciertos,Mobile,0,1,0
8070,18,Otro,Bajo,4,9.8,Teatro,Mobile,0,1,0
8071,29,Masculino,Bajo,2,0.5,Cine,Tablet,1,0,1
8072,18,Otro,Medio,9,5.4,Deportes,Mobile,0,0,1
8073,32,Otro,Medio,1,3.0,Conciertos,Mobile,1,1,0
8074,48,Masculino,Medio,0,2.2,Otro,Tablet,0,0,0
8075,51,Masculino,Bajo,0,14.4,Cine,Mobile,0,0,0
8076,55,Masculino,Medio,0,6.4,Deportes,Tablet,0,0,0
8077,46,Femenino,Bajo,0,4.5,Cine,Tablet,1,1,0
8078,46,Masculino,Medio,1,14.3,Deportes,Desktop,1,1,1
8079,43,Femenino,Medio,2,1.9,Conciertos,Tablet,0,1,0
8080,53,Femenino,Medio,4,0.7,Conciertos,Mobile,0,1,1
8081,75,Masculino,Alto,2,1.5,Conciertos,Mobile,1,0,0
8082,19,Otro,Bajo,1,3.2,Conciertos,Mobile,1,1,0
8083,18,Otro,Bajo,4,2.4,Conciertos,Mobile,0,0,0
8084,45,Masculino,Bajo,3,10.6,Otro,Mobile,0,0,0
8085,46,Otro,Bajo,0,5.7,Teatro,Mobile,1,1,0
8086,38,Otro,Bajo,4,0.7,Otro,Mobile,0,1,0
8087,26,Femenino,Bajo,6,1.0,Cine,Mobile,0,1,0
8088,43,Masculino,Medio,0,2.3,Otro,Tablet,1,0,1
8089,26,Otro,Bajo,3,4.2,Deportes,Mobile,0,0,0
8090,20,Femenino,Bajo,6,2.2,Deportes,Tablet,1,0,1
8091,18,Masculino,Medio,4,2.0,Cine,Tablet,0,0,0
8092,53,Masculino,Medio,0,2.5,Conciertos,Desktop,1,0,0
8093,47,Femenino,Medio,0,0.7,Teatro,Tablet,0,0,0
8094,49,Masculino,Medio,2,0.6,Deportes,Mobile,0,0,0
8095,26,Otro,Bajo,7,0.3,Teatro,Mobile,0,0,0
8096,22,Femenino,Bajo,4,17.1,Teatro,Mobile,1,1,1
8097,53,Masculino,Medio,4,4.7,Otro,Tablet,0,1,0
8098,37,Femenino,Bajo,3,6.2,Conciertos,Mobile,0,1,0
8099,60,Masculino,Medio,1,0.4,Deportes,Desktop,1,1,0
8100,31,Masculino,Bajo,0,10.3,Teatro,Mobile,1,1,1
8101,36,Otro,Bajo,1,0.7,Conciertos,Desktop,0,0,0
8102,46,Otro,Medio,1,2.2,Cine,Tablet,0,1,0
8103,54,Masculino,Medio,1,3.5,Cine,Desktop,1,0,1
8104,49,Masculino,Medio,0,1.0,Cine,Tablet,1,0,0
8105,29,Masculino,Bajo,3,0.5,Teatro,Mobile,0,0,0
8106,32,Femenino,Medio,7,2.2,Teatro,Tablet,0,1,0
8107,40,Otro,Medio,4,1.2,Teatro,Mobile,1,1,1
8108,29,Otro,Bajo,2,7.2,Cine,Mobile,1,1,0
8109,21,Femenino,Medio,1,3.0,Deportes,Mobile,0,0,0
8110,41,Masculino,Medio,0,4.1,Otro,Desktop,0,0,0
8111,23,Otro,Bajo,5,3.0,Deportes,Mobile,0,0,1
8112,45,Otro,Medio,1,3.1,Deportes,Mobile,0,1,1
8113,44,Femenino,Medio,2,0.6,Cine,Tablet,0,0,0
8114,45,Femenino,Bajo,1,2.2,Deportes,Desktop,0,0,0
8115,38,Otro,Medio,5,4.1,Otro,Mobile,0,0,0
8116,29,Femenino,Bajo,2,0.8,Conciertos,Mobile,0,0,0
8117,35,Masculino,Medio,4,1.3,Conciertos,Tablet,0,1,0
8118,45,Masculino,Bajo,1,1.3,Conciertos,Tablet,0,0,0
8119,33,Femenino,Medio,3,9.6,Otro,Mobile,0,1,0
8120,45,Femenino,Bajo,3,1.2,Conciertos,Desktop,0,0,0
8121,36,Masculino,Bajo,0,4.3,Teatro,Mobile,0,0,0
8122,36,Masculino,Bajo,2,1.0,Teatro,Desktop,1,0,0
8123,19,Femenino,Bajo,5,0.6,Cine,Mobile,1,0,0
8124,18,Otro,Bajo,5,1.2,Deportes,Mobile,0,1,0
8125,38,Femenino,Medio,6,2.5,Deportes,Desktop,0,0,0
8126,48,Femenino,Alto,1,0.5,Deportes,Tablet,0,1,0
8127,36,Femenino,Medio,2,0.5,Otro,Mobile,0,1,0
8128,42,Masculino,Medio,1,2.6,Deportes,Mobile,1,0,0
8129,30,Otro,Bajo,7,3.7,Otro,Mobile,1,0,0
8130,39,Otro,Bajo,4,2.4,Cine,Mobile,0,1,0
8131,46,Otro,Bajo,3,0.9,Cine,Mobile,1,1,0
8132,33,Masculino,Bajo,3,15.3,Otro,Mobile,1,0,0
8133,32,Femenino,Medio,4,0.3,Otro,Tablet,0,1,1
8134,18,Otro,Medio,6,6.5,Otro,Tablet,0,0,0
8135,51,Otro,Medio,4,2.8,Conciertos,Desktop,0,0,0
8136,61,Femenino,Medio,0,5.4,Otro,Mobile,0,1,0
8137,58,Masculino,Medio,1,4.9,Conciertos,Mobile,1,0,1
8138,42,Otro,Medio,1,0.6,Deportes,Tablet,0,1,0
8139,18,Femenino,Bajo,6,4.5,Cine,Desktop,1,1,0
8140,35,Femenino,Bajo,7,6.4,Otro,Mobile,0,0,0
8141,51,Masculino,Medio,0,1.6,Teatro,Mobile,0,0,0
8142,33,Masculino,Medio,8,0.7,Conciertos,Tablet,1,1,1
8143,66,Femenino,Medio,3,2.3,Cine,Desktop,0,1,0
8144,32,Femenino,Medio,4,4.1,Otro,Mobile,0,0,0
8145,52,Masculino,Medio,1,3.4,Deportes,Tablet,0,1,1
8146,26,Otro,Bajo,4,6.4,Conciertos,Mobile,1,1,1
8147,45,Femenino,Medio,1,11.6,Cine,Desktop,0,1,0
8148,33,Masculino,Bajo,6,7.9,Teatro,Desktop,1,0,0
8149,33,Masculino,Bajo,6,18.3,Cine,Mobile,0,0,0
8150,18,Masculino,Bajo,1,15.6,Conciertos,Mobile,1,0,0
8151,23,Masculino,Medio,3,1.0,Teatro,Mobile,1,1,0
8152,26,Otro,Bajo,5,1.4,Cine,Mobile,1,1,0
8153,38,Otro,Bajo,3,0.9,Otro,Mobile,0,0,0
8154,38,Otro,Medio,4,8.7,Deportes,Mobile,1,1,0
8155,27,Otro,Bajo,1,6.5,Cine,Mobile,0,1,0
8156,32,Otro,Medio,4,6.7,Teatro,Mobile,0,0,0
8157,41,Femenino,Medio,0,0.9,Otro,Tablet,1,0,0
8158,36,Masculino,Bajo,2,5.4,Conciertos,Mobile,1,1,0
8159,20,Masculino,Medio,4,31.0,Teatro,Mobile,0,0,1
8160,32,Masculino,Medio,3,0.6,Teatro,Mobile,1,0,0
8161,43,Femenino,Medio,1,7.8,Otro,Tablet,0,0,0
8162,48,Otro,Medio,2,8.1,Deportes,Desktop,0,0,0
8163,53,Femenino,Medio,2,6.5,Otro,Desktop,0,1,1
8164,42,Femenino,Medio,3,6.9,Cine,Mobile,0,0,0
8165,40,Masculino,Bajo,2,6.3,Teatro,Mobile,0,1,0
8166,47,Otro,Medio,3,6.3,Deportes,Tablet,0,1,0
8167,26,Masculino,Bajo,2,4.2,Cine,Tablet,0,1,0
8168,28,Otro,Bajo,4,1.8,Deportes,Mobile,0,0,0
8169,34,Femenino,Medio,3,4.7,Conciertos,Desktop,0,1,0
8170,25,Femenino,Bajo,3,4.3,Otro,Tablet,1,1,1
8171,43,Masculino,Bajo,1,8.9,Conciertos,Mobile,0,0,0
8172,19,Otro,Bajo,0,3.2,Deportes,Mobile,0,0,0
8173,32,Femenino,Bajo,4,7.1,Cine,Tablet,0,1,0
8174,63,Masculino,Medio,1,1.5,Conciertos,Desktop,0,0,1
8175,34,Femenino,Medio,3,6.1,Conciertos,Mobile,0,0,0
8176,18,Otro,Bajo,3,0.4,Cine,Mobile,0,0,0
8177,32,Femenino,Bajo,3,10.4,Conciertos,Tablet,0,1,0
8178,31,Masculino,Medio,4,2.9,Teatro,Desktop,0,0,0
8179,43,Femenino,Medio,2,0.2,Deportes,Mobile,0,0,0
8180,26,Otro,Bajo,5,10.6,Cine,Mobile,1,1,0
8181,37,Masculino,Medio,3,4.0,Conciertos,Mobile,0,0,0
8182,47,Femenino,Medio,2,13.5,Teatro,Mobile,1,1,0
8183,48,Femenino,Medio,2,6.9,Teatro,Desktop,0,0,0
8184,22,Femenino,Bajo,2,5.0,Conciertos,Desktop,1,0,0
8185,34,Femenino,Medio,4,4.9,Deportes,Tablet,0,0,0
8186,59,Femenino,Medio,2,5.8,Deportes,Desktop,1,1,1
8187,22,Femenino,Bajo,5,12.2,Deportes,Mobile,1,1,0
8188,50,Femenino,Medio,1,1.1,Cine,Mobile,0,1,0
8189,41,Femenino,Bajo,0,3.8,Teatro,Tablet,1,0,0
8190,47,Masculino,Bajo,1,3.3,Conciertos,Tablet,0,0,0
8191,45,Femenino,Bajo,0,1.6,Cine,Tablet,0,1,0
8192,43,Femenino,Medio,1,9.6,Conciertos,Desktop,0,1,0
8193,40,Femenino,Bajo,1,7.3,Cine,Mobile,0,0,0
8194,43,Femenino,Medio,6,3.7,Cine,Mobile,0,0,0
8195,51,Otro,Medio,2,2.8,Cine,Tablet,0,0,0
8196,30,Masculino,Bajo,3,8.4,Deportes,Mobile,0,1,0
